0,1
./data/阿萨姆奶茶/145/depth,145
./data/美汁源果粒橙（大）/356/depth,356
./data/芬达/24/depth,24
./data/美汁源果粒橙（大）/638/depth,638
./data/长白山冰泉/137/depth,137
./data/阿萨姆奶茶/304/depth,304
./data/农夫山泉/426/depth,426
./data/美汁源果粒橙（小）/153/depth,153
./data/芬达/200/depth,200
./data/农夫山泉/239/depth,239
./data/芬达/12/depth,12
./data/长白山冰泉/323/depth,323
./data/阿萨姆奶茶/357/depth,357
./data/美汁源果粒橙（小）/451/depth,451
./data/农夫山泉/93/depth,93
./data/美汁源果粒橙（小）/391/depth,391
./data/美汁源果粒橙（小）/101/depth,101
./data/阿萨姆奶茶/249/depth,249
./data/农夫山泉/378/depth,378
./data/阿萨姆奶茶/88/depth,88
./data/阿萨姆奶茶/412/depth,412
./data/美汁源果粒橙（大）/496/depth,496
./data/农夫山泉/45/depth,45
./data/农夫山泉/284/depth,284
./data/芬达/306/depth,306
./data/农夫山泉/330/depth,330
./data/美汁源果粒橙（小）/270/depth,270
./data/美汁源果粒橙（小）/50/depth,50
./data/长白山冰泉/182/depth,182
./data/阿萨姆奶茶/463/depth,463
./data/长白山冰泉/46/depth,46
./data/长白山冰泉/229/depth,229
./data/农夫山泉/190/depth,190
./data/芬达/110/depth,110
./data/农夫山泉/142/depth,142
./data/芬达/73/depth,73
./data/美汁源果粒橙（小）/210/depth,210
./data/芬达/127/depth,127
./data/长白山冰泉/277/depth,277
./data/美汁源果粒橙（小）/330/depth,330
./data/美汁源果粒橙（大）/912/depth,912
./data/长白山冰泉/91/depth,91
./data/芬达/249/depth,249
./data/芬达/93/depth,93
